
Wed, 17 Feb 2016 10:59:50 AM,
4742,
4742,sextet_rand,1,SPOON,LADLE,CEREAL,LION,TREE,STEREO,SPOON,LADLE,BASE,TAXONOMIC,5.4475152919,SPOON,LADLE,3.82581849169,0.407239594308,1.2144572059,5,0,1,4,3,2,
4742,sextet_rand,2,CHISEL,KNIFE,SCULPTURE,HAMSTER,BOTTLE,MIRROR,KNIFE,CHISEL,TAXONOMIC,BASE,20.3342818342,SCULPTURE,SCULPTURE,KNIFE,CHISEL,7.25435350313,5.28959966311,4.34791607902,0.4995427994,2.94286978953,5,1,2,3,4,0,
4742,sextet_rand,3,BOTTLE,CAN,BABY,CLOCK,BERRY,BELL,BOTTLE,CAN,BASE,TAXONOMIC,19.364500774,BOTTLE,CAN,18.5130029041,0.255205002002,0.596292867936,3,4,2,0,1,5,
4742,sextet_rand,4,FLY,ANT,WINGS,CEREAL,BUSINESS,CONCRETE,ANT,FLY,TAXONOMIC,BASE,8.55242842708,ANT,FLY,6.58882901029,0.659322323438,1.30427709335,5,2,1,4,0,3,
4742,sextet_rand,5,SHAMPOO,BLEACH,SHOWER,TEAM,SAUCE,CIRCLE,CIRCLE,TEAM,UNRELATED,UNRELATED,41.5371014476,CIRCLE,TEAM,40.715570246,0.395170955278,0.42636024626,0,5,2,3,4,1,
4742,sextet_rand,6,CRIB,BED,BABY,FERRY,BOWL,PATIO,CRIB,BED,BASE,TAXONOMIC,5.85383949181,CRIB,BED,4.75443891787,0.418323315316,0.681077258632,3,4,1,5,2,0,
4742,sextet_rand,7,SUBMARINE,AIRPLANE,OCEAN,SHEET,CROW,DOCTOR,AIRPLANE,SUBMARINE,TAXONOMIC,BASE,13.8137233675,AIRPLANE,SUBMARINE,9.52660569776,0.726545377736,3.56057229199,4,3,1,0,5,2,
4742,sextet_rand,8,GARLIC,ONION,VAMPIRE,HOUSE,FOOT,CODE,ONION,GARLIC,TAXONOMIC,BASE,6.99013393559,ONION,GARLIC,4.37075955552,0.961555091169,1.6578192889,0,1,5,3,4,2,
4742,sextet_rand,9,SNOW,RAIN,SLED,CEMETARY,WORK,NOVEL,SNOW,RAIN,BASE,TAXONOMIC,10.8506572962,SNOW,RAIN,8.4640791298,1.3940473211,0.992530845324,0,3,4,2,1,5,
4742,sextet_rand,10,SAXOPHONE,HARP,JAZZ,SODA,HAIR,PILOT,SAXOPHONE,HARP,BASE,TAXONOMIC,12.7112925567,SAXOPHONE,HARP,11.4017462348,0.534157618662,0.775388703274,0,5,4,2,1,3,
4742,sextet_rand,11,PANDA,RACOON,BAMBOO,WHIP,FENDER,LAW,RACOON,PANDA,TAXONOMIC,BASE,28.5121514052,RACOON,PANDA,27.8960234473,0.204492815232,0.411635142664,3,4,0,5,1,2,
4742,sextet_rand,12,CAPTAIN,PILOT,SHIP,EAR,BENCH,FREEZER,CAPTAIN,PILOT,BASE,TAXONOMIC,6.25418730856,CAPTAIN,PILOT,5.38812390831,0.426459234659,0.439604165585,0,3,5,1,2,4,
4742,sextet_rand,13,RABBI,PASTOR,TEMPLE,DRIVEWAY,GLOVES,APPLE,RABBI,PASTOR,BASE,TAXONOMIC,5.2744713225,RABBI,PASTOR,3.33578023384,0.336576775924,1.60211431273,2,4,5,0,3,1,
4742,sextet_rand,14,CROUTONS,BAGEL,SALAD,METAL,SHARK,SPOT,SALAD,CROUTONS,THEMATIC,BASE,16.3317183989,SALAD,CROUTONS,15.6665080866,0.29105270686,0.374157605416,0,5,2,4,1,3,
4742,sextet_rand,15,POLICE,FIREMAN,HANDCUFFS,CARAVAN,CRAB,LAUNDRY,POLICE,FIREMAN,BASE,TAXONOMIC,7.80744737062,POLICE,FIREMAN,5.83190247093,0.404645700997,1.57089919869,0,2,3,1,5,4,
4742,sextet_rand,16,CHAIR,SOFA,LEGS,BREAD,BALL,KEYBOARD,LEGS,CHAIR,THEMATIC,BASE,20.0244819166,LEGS,CHAIR,14.3082955588,0.410889584557,5.30529677318,4,2,5,3,0,1,
4742,sextet_rand,17,COCONUT,ORANGE,BEACH,CYMBAL,SOCIETY,ROD,COCONUT,ORANGE,BASE,TAXONOMIC,13.7957323089,COCONUT,ORANGE,11.0534269188,0.374800864476,2.36750452565,3,5,0,1,4,2,
4742,sextet_rand,18,HAPPY,SAD,SMILE,ROOF,SEED,KEY,SMILE,HAPPY,THEMATIC,BASE,12.0445451102,SMILE,HAPPY,10.9934101536,0.382011788563,0.669123168045,3,2,0,4,5,1,
4742,sextet_rand,19,RECEPTIONIST,HOSTESS,TELEPHONE,PARK,HAND,STRING,HOSTESS,RECEPTIONIST,TAXONOMIC,BASE,19.0376404212,HOSTESS,RECEPTIONIST,18.0506330623,0.443475307184,0.543532051714,5,2,1,0,3,4,
4742,sextet_rand,20,COW,PIG,GRASS,CHISEL,PARCEL,HOTEL,COW,PIG,BASE,TAXONOMIC,12.1037153425,COW,PIG,10.5793294347,0.63960145085,0.884784456895,0,5,1,4,3,2,
4742,sextet_rand,21,CUP,BOWL,TEA,LAMP,PHONE,TRUCK,BOWL,CUP,TAXONOMIC,BASE,2.96830980788,BOWL,CUP,1.86718835871,0.358501878465,0.742619570708,5,0,2,3,1,4,
4742,sextet_rand,22,SHIP,CANOE,SAILOR,UMBRELLA,BANANA,CHAIR,SHIP,CANOE,BASE,TAXONOMIC,5.0237078869,SHIP,CANOE,4.13813417131,0.370975409838,0.514598305745,4,5,1,2,3,0,
4742,sextet_rand,23,LAWNMOWER,SCISSORS,GRASS,BOMB,AUNT,INTERNET,SCISSORS,LAWNMOWER,TAXONOMIC,BASE,13.9461956673,SCISSORS,LAWNMOWER,13.078330943,0.190130227682,0.677734496567,3,0,2,5,4,1,
4742,sextet_rand,24,PACKAGE,CRATE,DELIVERY,TROUT,CHILD,BILL,PACKAGE,CRATE,BASE,TAXONOMIC,21.695806335,PACKAGE,CRATE,21.3382039598,0.142394976298,0.215207398913,2,5,4,0,1,3,
4742,sextet_rand,25,BEE,BUTTERFLY,HONEY,ASPHALT,COACH,PLIERS,BUTTERFLY,BEE,TAXONOMIC,BASE,10.91806674,BUTTERFLY,BEE,10.3197888071,0.142755505949,0.455522426986,3,1,0,4,5,2,
4742,sextet_rand,26,PANTS,DRESS,POCKET,ICE,TEETH,DOG,DRESS,PANTS,TAXONOMIC,BASE,20.2200121435,DRESS,DRESS,DRESS,PANTS,13.8542718625,2.20785709651,3.54884729831,0.197094839503,0.411941046608,5,4,2,1,0,3,
4742,sextet_rand,27,BEER,JUICE,PARTY,SHOP,SNOW,WOUND,BEER,JUICE,BASE,TAXONOMIC,12.2759154275,BEER,JUICE,10.5084845307,0.254035680846,1.51339521597,5,2,0,3,1,4,
4742,sextet_rand,28,SPIDER,BEE,WEB,PEPPER,SHED,TOILET,BEE,SPIDER,TAXONOMIC,BASE,5.82586583396,BEE,SPIDER,4.54983652016,0.150309413235,1.12571990056,5,2,4,1,0,3,
4742,sextet_rand,29,CROWN,HAT,KING,SHOVEL,NOSE,TENT,HAT,CROWN,TAXONOMIC,BASE,7.38271199078,HAT,CROWN,5.24070667785,0.461488547138,1.68051676579,2,0,4,3,5,1,
4742,sextet_rand,30,BICYCLE,CAR,HELMET,FISH,BEER,BANK,BICYCLE,CAR,BASE,TAXONOMIC,7.97592330682,BICYCLE,CAR,6.54283516014,0.421469424837,1.01161872184,0,3,5,1,2,4,
4742,sextet_rand,31,BIRD,BAT,NEST,BONE,RAIN,BRACKET,BAT,BIRD,TAXONOMIC,BASE,10.9719316576,BAT,BIRD,10.0287956919,0.343657260441,0.599478705248,1,5,4,2,0,3,
4742,sextet_rand,32,COMPUTER,TABLET,MOUSE,ATHLETE,COUCH,SALON,TABLET,COMPUTER,TAXONOMIC,BASE,19.774320688,TABLET,COMPUTER,18.8487304986,0.640777393302,0.284812796061,1,4,3,5,0,2,
4742,sextet_rand,33,CAKE,DONUT,CANDLE,BROCHURE,LAKE,DRUM,DONUT,CAKE,TAXONOMIC,BASE,12.3208707271,DONUT,CAKE,9.44972879165,0.820642954481,2.05049898097,5,2,0,3,1,4,
4742,sextet_rand,34,SHOE,GLOVE,FOOT,WALL,CARD,TIGER,GLOVE,SHOE,TAXONOMIC,BASE,17.9057282831,GLOVE,SHOE,17.2413002772,0.217197098813,0.447230907157,2,3,1,4,5,0,
